1.277841024411255910e+00,1.436531132310917558e+00,1.191094541029603660e+00,1.066788344378838183e+00,8.878959419666494490e-01,8.125845355500498357e-01,6.569005168771984149e-01,3.681089656010274602e-01,3.316783046756643372e-01,2.518671715518801535e-01,1.694064320960402548e-01,3.064964835606145965e-02,1.987358419602374207e-02,1.293172315871382420e-02,5.668748796709835620e-03,6.671233610217389143e-04,1.314603846981257824e-03,6.758173580853438179e-04,1.203322575741177982e-03,4.706476136219306063e-05,3.085834076891153736e-05,5.111708021030746335e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.774773719481815677e-03,5.306689231623161473e-03,6.369511400610742072e-03,7.644655021086999534e-03,8.948579662678552565e-03,1.094846321517750284e-02,1.295486062292492205e-02,4.510467873099682085e-02,4.782250130355510803e-02,5.004314193985774650e-02,5.432744412616732910e-02,9.514656649252599407e-02
2.353823404157309618e+00,2.504007661084084457e+00,2.434720801630533948e+00,2.179781182778015136e+00,1.765843289705346431e+00,1.544794418854686269e+00,1.361988731448676715e+00,1.083642475707881747e+00,8.543894476276751027e-01,6.309396478902051797e-01,4.016020170417348711e-01,2.793330709825737057e-01,1.533619906359936225e-01,9.028816686884122422e-02,6.782964736825589092e-02,9.587476547187731915e-03,7.198158689090628816e-03,4.746977623390063843e-03,2.765147103621975501e-03,1.147660791016484735e-03,7.703806994877941640e-04,7.529310553996183288e-05,4.386892347285699557e-05,9.942683789090489956e-05,5.101467759678037157e-05,1.960413924618797812e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.915192547219007130e-03,2.705436921218423458e-03,3.272851899334119994e-03,3.591284779659394046e-03,1.345839925022162750e-02,1.509502106886798437e-02,1.796084924824450230e-02,2.861972366856678496e-02,3.221756727236333578e-02,3.623479628671597702e-02,3.723201067992520236e-02,6.625622576458235768e-02
3.993933365508330446e+00,4.292995828890989074e+00,4.295484859997784177e+00,4.042148264638528055e+00,3.436779329723016474e+00,3.252027315561015985e+00,2.891441416306389733e+00,2.029404629708686070e+00,1.763146952109477139e+00,1.466369627697287292e+00,1.155835673268632791e+00,8.827314862416429930e-01,5.902280547464859861e-01,4.091296626441995876e-01,2.666372772965592830e-01,2.769470719763054700e-01,1.423559003532555989e-01,9.794207913868679949e-02,6.961526004750265284e-02,3.383356823303255989e-02,2.332656184238469585e-02,1.738818134330676751e-02,6.044751021246119564e-03,6.802810502073104726e-03,3.625432180682999859e-03,4.373997161097869547e-03,1.385427750660877698e-03,7.962450305405930620e-04,9.992593990678000273e-04,1.253502184961530555e-03,2.817727373171300786e-05,2.218938544373990870e-04,1.029712429380499265e-04,1.667002125394079345e-04,1.458019568495645159e-03,1.715899239465282569e-03,1.527225456238737655e-03,7.680268165146357517e-02,9.503334122405676654e-02,1.155163934887686733e-01,1.166481051741692226e-01,1.352449197838980210e-01
6.556107482124981622e+00,6.363288187085212044e+00,5.962473565038677314e+00,5.673438512249928678e+00,5.068695877280475770e+00,4.812019690516047277e+00,4.531844906494343128e+00,4.027220168532570810e+00,3.754693277574327581e+00,3.275356022559719360e+00,2.868283230215998181e+00,2.293235339398747907e+00,1.821965739105770865e+00,1.493400473232400216e+00,1.258667884712011853e+00,8.437786491497945018e-01,5.948552722853703845e-01,4.136952105038114724e-01,2.845133833458026729e-01,4.035347830777361589e-01,2.510543324846111757e-01,1.327643612825200603e-01,9.804160340121029216e-02,9.573882137197163578e-02,7.408926677948486639e-02,5.555545680879950265e-02,4.262219121992413817e-02,3.770969334106662185e-02,3.143167644054453008e-02,2.616230052262591768e-02,6.278226271167797884e-03,7.615378835540738932e-03,9.043881592223376384e-03,1.002612580773149832e-02,7.128270046090561841e-03,1.181366719881141517e-02,1.549227813255758812e-02,3.983889055321677281e-02,4.777028183170489023e-02,5.646915972673083317e-02,6.259610092441685036e-02,6.735375077128076537e-02
9.341502817905954714e+00,9.078405868052572103e+00,8.341044666874713798e+00,7.479774748001436713e+00,6.624790190175535720e+00,6.169599213623055967e+00,5.555843379832281492e+00,5.252562065805882696e+00,4.952619243343292510e+00,4.751234771132998524e+00,4.622327273861139396e+00,4.462740982306527826e+00,4.126991375985534560e+00,3.725324733539937316e+00,3.268974960357442505e+00,3.058314599981595272e+00,2.322128668687909236e+00,1.665175329129138015e+00,1.190880372326420522e+00,1.111026808965281720e+00,8.363844725358846599e-01,6.225834561723211369e-01,6.868466724083073238e-01,4.610400286329317532e-01,2.984231110979417290e-01,2.212427711123938490e-01,2.051405700442036628e-01,1.846400852263969106e-01,1.480456585073623710e-01,1.201621351676741556e-01,1.136749604724891644e-01,1.025802504313788333e-01,9.871218281149164719e-02,8.540149660826946987e-02,7.909224167415430939e-02,9.368457939619471986e-02,9.951177160370390518e-02,1.003667413767580924e-01,1.087396867036308779e-01,1.151509126213623724e-01,1.134810261624544653e-01,1.383997629206451807e-01
1.132018368726874868e+01,1.114598931184269048e+01,1.098509430852072200e+01,9.101067048539418280e+00,7.980877374877612063e+00,7.264845687346022984e+00,6.364853863127840405e+00,6.045918202562889476e+00,5.879620447401593175e+00,5.726671493885251429e+00,5.794704532697672050e+00,5.787534838089668732e+00,5.521905648298755409e+00,5.252268416299458842e+00,4.997575626694005457e+00,4.913985153405659112e+00,4.236706620345896290e+00,3.618477897456085390e+00,3.134598722027549300e+00,2.720131138366919110e+00,2.254232193581339860e+00,1.822648134252444319e+00,1.862237788963922114e+00,1.380154274647971357e+00,1.027157759367428813e+00,8.236934964986062369e-01,1.116731186585968816e+00,8.074285672708531036e-01,5.478032245049702098e-01,3.777786569699891905e-01,3.658506916243765006e-01,2.730767975667851011e-01,2.331099867576100215e-01,1.942128427819208580e-01,2.093322013673213911e-01,2.179726678745383672e-01,2.406600385975871115e-01,2.969766279088622007e-01,3.256456835898345892e-01,3.422944700398459772e-01,2.845426400700196701e-01,2.585070838696555406e-01
1.211163284507058258e+01,9.413717389118625434e+00,7.600396923464792565e+00,7.107258642943403260e+00,6.411009280658731768e+00,6.259993678328105382e+00,5.969022667791646697e+00,6.006493624210593296e+00,6.213173899772257869e+00,6.551563143875673845e+00,6.969724850616659140e+00,7.211235879106638436e+00,7.251382425234920603e+00,7.207676369240431313e+00,7.125356916769629123e+00,6.901522593047668686e+00,6.368586165593901782e+00,5.810324932645956508e+00,5.289372501238956303e+00,4.656867510623751372e+00,4.106074692449040775e+00,3.632896537454825214e+00,3.113528050729367447e+00,2.601823541492402470e+00,2.130073579213039192e+00,1.839035759249571411e+00,1.770011323024085259e+00,1.460500426901816473e+00,1.085092720614385886e+00,8.538608838579389015e-01,7.965231037180443563e-01,6.474870496197531189e-01,5.331217108828717466e-01,4.057138611452288934e-01,3.210524275190312360e-01,2.700384937937105323e-01,2.198708574965820839e-01,1.727380913299811915e-01,1.618375718246590211e-01,1.261195299644061185e-01,9.723468875569755976e-02,1.057225608265442013e-01
1.107300165274597070e+01,8.215428028758804402e+00,6.441447619967705762e+00,6.717069088613559558e+00,5.726074744433013564e+00,5.748880838843998475e+00,5.867308165283261268e+00,6.307361608764674443e+00,6.727904256764229096e+00,7.435117836286050164e+00,8.194155187204625435e+00,8.558070083011036999e+00,8.819339955828430888e+00,9.029967212710515057e+00,8.940290634538872183e+00,8.597894922470722179e+00,7.815004766859601659e+00,7.091310766297080015e+00,6.472678938618422251e+00,5.929405078570246346e+00,5.299333694320693233e+00,4.793908474624844374e+00,3.869489411257683198e+00,3.257118077019955038e+00,2.859158694823797475e+00,2.590114941538477211e+00,2.108847444475872024e+00,1.832325936335765793e+00,1.389308463268307037e+00,1.159108559167739028e+00,1.116747435387406950e+00,1.007491796858984490e+00,9.308464902135126229e-01,8.307489206902498591e-01,1.251475060869228439e+00,1.036723800039428767e+00,7.163408723635212860e-01,4.902702155585448307e-01,4.704063517445359333e-01,4.053245380197413317e-01,3.505998780348701938e-01,2.255285968164155719e-01
1.066983670927502637e+01,9.118983983614533884e+00,7.822530930527674897e+00,8.579704513796039933e+00,7.621085819651230331e+00,7.491521583514344940e+00,7.077201471710379721e+00,6.942764772288202657e+00,7.021911275666844254e+00,7.079417192922150548e+00,7.215730650807854474e+00,7.393919694415479249e+00,7.308324557139250999e+00,6.873055563999389328e+00,6.231913825230462223e+00,5.491233348901680245e+00,4.579997878479734830e+00,3.966339697311560553e+00,3.430239489874445713e+00,2.782909338853952974e+00,2.337780320467077289e+00,2.105085094529319356e+00,2.229928142507629829e+00,1.821976726183151651e+00,1.517129818965434085e+00,1.292679080647150647e+00,1.630305425719501100e+00,1.515503055175173142e+00,1.313936922226276227e+00,1.059385661047241411e+00,8.332567464150362202e-01,7.116826622273514369e-01,5.827080211782987851e-01,5.106064611527099117e-01,3.685298745479521632e-01,3.475298819452435906e-01,3.514575049373960813e-01,4.363129416744150335e-01,4.952960291461568354e-01,4.937719371556748560e-01,4.169251487975865200e-01,3.577315871282139570e-01
8.103881311480527927e+00,8.275538416562786992e+00,7.653651393563003502e+00,7.694533613753359091e+00,6.470774193988131806e+00,5.878632801823281184e+00,5.126229132486245454e+00,4.825584567857471363e+00,4.564308764762880166e+00,4.204484996070264380e+00,3.772955846920153178e+00,3.408190293186972752e+00,2.783454100076185878e+00,2.333165476209642097e+00,1.915850547134712256e+00,1.565250841807809046e+00,1.177469409231698405e+00,9.417623305728421990e-01,7.503461707571975614e-01,7.243118416818949967e-01,5.758832298342918543e-01,4.884967884253323400e-01,3.794825576235568709e-01,3.121573957457856041e-01,2.592995100717159218e-01,2.003964657751816925e-01,1.850266927813327966e-01,1.567781086750757169e-01,1.330054681481331325e-01,1.119256400616990971e-01,1.112400463984746651e-01,1.067792651297917450e-01,9.969947298268487523e-02,1.073369676328784217e-01,1.153248177613783731e-01,1.289824197117078186e-01,1.444556560399978540e-01,1.748530062618492420e-01,2.027405043233586335e-01,2.234595655905316502e-01,2.273145680709829086e-01,2.645093683260089090e-01
4.280608677142092588e+00,4.715020670755729171e+00,4.419853101218186531e+00,3.868358352101456177e+00,2.679107730451175229e+00,2.099157546757404180e+00,1.666773838540323238e+00,1.754150219270062649e+00,1.592847928380543676e+00,1.263488296047404980e+00,9.021395549546359360e-01,9.779440600512373516e-01,5.940887842750492975e-01,3.948508346379533962e-01,2.452971515240878753e-01,2.013110993345511301e-01,1.230202071347966247e-01,8.067178092596120897e-02,5.860210103210915233e-02,3.021845506074451529e-02,2.601703689147766632e-02,1.526882149346411345e-02,7.889494922354906362e-03,9.059956952824273560e-03,7.513437756471523857e-03,7.297060971345536301e-03,3.278073431011312849e-03,3.541291895988272521e-03,1.447188434422877088e-03,1.096603514263708038e-03,5.834896774908967729e-03,4.242269817671568376e-03,5.049274217032685523e-03,8.384134488137308036e-03,3.323073988569100190e-02,4.236093404488966430e-02,4.576607577707720448e-02,9.182933195853289210e-02,1.011722996510072137e-01,9.343185740797607663e-02,7.954508279337391130e-02,8.107171346318199634e-02
1.827193277035049190e+00,1.961029373624987970e+00,1.853871196056542159e+00,2.241839617103567939e+00,1.383433655521630667e+00,1.033958480700494009e+00,7.352627059066993986e-01,5.101580846594010454e-01,4.180325755883686489e-01,3.586626569338111636e-01,2.087916144214000402e-01,7.520081694937440220e-02,3.896240638970275422e-02,2.532479899650674771e-02,2.039591644836704493e-02,6.730630671143580197e-04,1.181341460791213648e-04,8.538766755600855961e-05,2.562045501705966028e-05,1.659734021668301976e-04,1.348242683111345089e-04,1.469933233357483330e-04,4.001216721531598722e-04,3.863209750168561537e-04,1.128165376010814265e-03,1.346459997724640473e-03,4.082576987961631862e-03,3.508005743195779895e-03,3.212267567934537493e-03,2.326935368505252382e-03,5.035981037995151434e-03,6.044665832068365011e-03,7.020773930220938590e-03,6.202866905309623730e-03,8.090306019884072053e-03,1.673783219238590692e-02,1.791601627062261795e-02,3.595344759133761031e-02,4.468354824475481019e-02,4.770768692342924194e-02,5.214811807670629434e-02,7.757754355608550978e-02
